,plant_name,Plant Code,State,Sector Name,Prime Movers,Fuel Types,Primary Technology,withdrawal_volume_million_gallons,discharge_volume_million_gallons,consumption_volume_million_gallons,energy_category,map_link,longitude,latitude
1,ALDI DC 2,62615,CT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.573956,41.865827&level=14",-72.573956,41.865827
2,AM Best Farm,58344,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.985556,35.418889&level=14",-77.985556,35.418889
3,AMEA Peaking,56018,AL,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-86.2825,33.1661&level=14",-86.2825,33.1661
4,AMP Napoleon Solar Facility,58082,OH,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-84.110833,41.406667&level=14",-84.110833,41.406667
5,ANAD Solar Array,60680,AL,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-85.969481,33.626728&level=14",-85.969481,33.626728
6,ANP Bellingham Energy Project,55211,MA,IPP Non-CHP,CS,NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-71.453468,42.110577&level=14",-71.453468,42.110577
7,ANP Blackstone Energy Project,55212,MA,IPP Non-CHP,CS,NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-71.515811,42.059876&level=14",-71.515811,42.059876
8,"ANSON Solar Center, LLC",64026,TX,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-99.91749,32.811041&level=14",-99.91749,32.811041
9,"AOC, Capitol Power Plant",63347,DC,Commercial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-77.007443,38.882704&level=14",-77.007443,38.882704
0,"AP North Lake I, LP",59610,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.010556,33.74&level=14",-117.010556,33.74
1,APG Combined Heat and Power Plant,61282,MD,Commercial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-76.2991,39.3975&level=14",-76.2991,39.3975
2,APG New Chesapeake,62629,MD,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.146701,39.493704&level=14",-76.146701,39.493704
3,APG Old Bayside,62628,MD,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.146055,39.498961&level=14",-76.146055,39.498961
4,APP Prune A-D,62577,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-122.006686,37.331666&level=14",-122.006686,37.331666
5,ASA DeKalb NY Solar I LLC,65156,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-75.2448,44.492092&level=14",-75.2448,44.492092
6,ASA DeKalb NY Solar II LLC,65155,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-75.244375,44.488156&level=14",-75.244375,44.488156
7,ASA Volney NY Solar I LLC,65159,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.358997,43.328217&level=14",-76.358997,43.328217
8,ASD Cotuit MA Solar LLC,65014,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.477481,41.688722&level=14",-70.477481,41.688722
9,ASD Wallum MA Solar LLC(CSG),65015,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-71.760489,42.011623&level=14",-71.760489,42.011623
0,ASTI,58889,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-122.975278,38.761389&level=14",-122.975278,38.761389
1,AT&T - Gardena,65205,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-118.289798,33.874969&level=14",-118.289798,33.874969
2,AT&T - Hawthorne,65206,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-118.320597,33.92429&level=14",-118.320597,33.92429
3,AT&T - Hayward,65208,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-122.09685,37.659879&level=14",-122.09685,37.659879
4,AT&T - Redwood City,65204,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-122.200408,37.480769&level=14",-122.200408,37.480769
5,AT&T - San Diego Trade Street,65360,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-117.16682,32.88758&level=14",-117.16682,32.88758
6,AT&T Anaheim,61154,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-117.916893,33.836439&level=14",-117.916893,33.836439
7,AT&T Holger,61153,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-121.94453,37.417638&level=14",-121.94453,37.417638
8,AT&T Middletown,65194,NJ,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-74.134837,40.397872&level=14",-74.134837,40.397872
9,AT&T San Diego,65192,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-117.1986,32.904775&level=14",-117.1986,32.904775
0,ATI,67384,WI,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-87.8599,42.94489&level=14",-87.8599,42.94489
1,ATOOD Solar III LLC,63242,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-82.0421,34.99647&level=14",-82.0421,34.99647
2,"ATOOD Solar IV, LLC",63383,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.061015,34.27532&level=14",-78.061015,34.27532
3,ATT Jericho,62572,NY,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-73.352241,40.830219&level=14",-73.352241,40.830219
4,ATT Kelvin,62573,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-117.836821,33.684675&level=14",-117.836821,33.684675
5,ATT North Watney,63605,CA,Commercial Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-122.077759,38.236257&level=14",-122.077759,38.236257
6,ATT Van Nyus,62574,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-118.448225,34.196324&level=14",-118.448225,34.196324
7,ATT Ventura Blvd,63606,CA,Commercial Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-118.456078,34.152191&level=14",-118.456078,34.152191
8,AV Solar Ranch One,57378,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.42444,34.780278&level=14",-118.42444,34.780278
9,AVS Lancaster 1,60085,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.973571,34.748894&level=14",-117.973571,34.748894
0,AZ State University - Tempe Campus Solar,62643,AZ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-111.92822,33.424279&level=14",-111.92822,33.424279
1,AbbVie LTD,66057,PR,Industrial Non-CHP,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-66.566767,18.432669&level=14",-66.566767,18.432669
2,AbbVie Waco,67308,TX,IPP Non-CHP,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-97.20061,31.48819&level=14",-97.20061,31.48819
3,Abbot Solar,61936,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.240292,33.678358&level=14",-80.240292,33.678358
4,Abbott TP 3,3581,TX,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-98.040734,29.593951&level=14",-98.040734,29.593951
5,Abel Road Bioenergy,65517,CA,IPP Non-CHP,OT,AB,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-122.118591,39.145608&level=14",-122.118591,39.145608
6,Abel Solar,67790,IL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-90.032,41.793&level=14",-90.032,41.793
7,Aberdeen CT,3338,SD,Electric Utility,GT,"DFO, NG",Multiple,,,,Other,"map/?center=-98.49396,45.429884&level=14",-98.49396,45.429884
8,Abiquiu Dam,7789,NM,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-106.423043,36.239886&level=14",-106.423043,36.239886
9,Absegami,65622,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.516,39.48&level=14",-74.516,39.48
0,Acadia Energy Center,55173,LA,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,2343,475,1868,Natural Gas,"map/?center=-92.413056,30.428611&level=14",-92.413056,30.428611
1,Ace Solar,61937,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-82.525795,34.722882&level=14",-82.525795,34.722882
2,Achilles Solar,62621,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.911423,35.359674&level=14",-79.911423,35.359674
3,"Acme Solar, LLC",64238,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.996148,34.324366&level=14",-78.996148,34.324366
4,Acorn I Energy Storage LLC,62874,CA,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-118.931898,34.196505&level=14",-118.931898,34.196505
5,Acton,64673,ME,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.912751,43.543731&level=14",-70.912751,43.543731
6,Acton Solar Landfill,59543,MA,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.430556,42.473333&level=14",-71.430556,42.473333
7,Acton-Boxborough Schools BESS,66966,MA,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-71.458077,42.479555&level=14",-71.458077,42.479555
8,Acturus Community Solar,61705,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-93.954417,44.283211&level=14",-93.954417,44.283211
9,Actus Lend Lease DMAFB,58632,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-110.863333,32.1825&level=14",-110.863333,32.1825
0,Acushnet AD Makepeace,58270,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.743611,41.798889&level=14",-70.743611,41.798889
1,Acushnet Ball Plant 2,62835,MA,Industrial Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-70.97138,41.7197&level=14",-70.97138,41.7197
2,Acushnet Hawes Reed Road,58271,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.0425,41.662222&level=14",-71.0425,41.662222
3,Acushnet MA 1,64706,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.903,41.697&level=14",-70.903,41.697
4,Acushnet- High Hill,59128,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.997222,41.714444&level=14",-70.997222,41.714444
5,Acushnet-Braley Road 1,59121,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.970556,41.751667&level=14",-70.970556,41.751667
6,Ada Cogeneration LP,10819,MI,IPP CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-85.494071,42.962672&level=14",-85.494071,42.962672
7,Ada Dam,50433,MI,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-85.485944,42.950642&level=14",-85.485944,42.950642
8,Adair Wind Farm,56810,IA,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-94.665,41.4236&level=14",-94.665,41.4236
9,Adams,64682,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-82.528284,34.695185&level=14",-82.528284,34.695185
0,Adams Ave MS and HS,60772,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.530865,39.411372&level=14",-74.530865,39.411372
1,Adams Community Solar Garden III LLC,59850,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-104.5877,39.7867&level=14",-104.5877,39.7867
2,Adams Community Solar Garden LLC,59849,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-104.5859,39.7876&level=14",-104.5859,39.7876
3,Adams Farm Solar,59775,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.2,42.6&level=14",-72.2,42.6
4,Adams Nielson Solar,61933,WA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.621244,46.95528&level=14",-118.621244,46.95528
5,Adams PV Plant,67596,WI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-89.41464,43.95055&level=14",-89.41464,43.95055
6,Adams Solar,62026,CT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.161,41.655&level=14",-72.161,41.655
7,Adams Solar Center,61496,OR,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-121.122,44.675&level=14",-121.122,44.675
8,Adams Solar LLC PA,66634,PA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.197226,39.879553&level=14",-77.197226,39.879553
9,Adams Wind,59637,IA,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-94.671667,40.92&level=14",-94.671667,40.92
0,Adams Wind Farm,56307,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-92.724139,43.554778&level=14",-92.724139,43.554778
1,Adams Wind Generations LLC,57375,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-94.735555,44.916944&level=14",-94.735555,44.916944
2,"Adapture CA2, LLC",59978,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-122.175583,39.69898&level=14",-122.175583,39.69898
3,"Adelanto Solar II, LLC",59440,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.3775,34.557222&level=14",-117.3775,34.557222
4,Adelanto Solar Project,57305,CA,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.435277,34.550833&level=14",-117.435277,34.550833
5,"Adelanto Solar, LLC",59441,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.3775,34.557222&level=14",-117.3775,34.557222
6,Adera Solar,60027,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.32488,37.120586&level=14",-120.32488,37.120586
7,Adirondack A+B Community Solar Garden,64588,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.111058,41.679012&level=14",-71.111058,41.679012
8,Adirondack Solar,63772,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.841731,44.893641&level=14",-73.841731,44.893641
9,Adkins Energy LLC,58136,IL,Industrial CHP,"GT, ST",NG,Multiple,,,,Other,"map/?center=-89.803611,42.362222&level=14",-89.803611,42.362222
0,Adobe San Jose,57811,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-121.893056,37.330556&level=14",-121.893056,37.330556
1,Adobe Solar,57651,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.954444,35.102778&level=14",-118.954444,35.102778
2,Adrian,1956,MN,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-95.932794,43.63711&level=14",-95.932794,43.63711
3,Adrian Energy Associates LLC,54903,MI,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-83.99286,41.890968&level=14",-83.99286,41.890968
4,"Advance Stores Company, Inc",59788,CT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.511892,42.015023&level=14",-72.511892,42.015023
5,Aegis CSG,63059,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.343879,42.764688&level=14",-77.343879,42.764688
6,Aeolus Wind Facility,56225,TX,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-101.3278,36.4725&level=14",-101.3278,36.4725
7,Aera San Ardo Cogen Facility,55184,CA,Industrial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-120.859952,35.953293&level=14",-120.859952,35.953293
8,Aero Haven Solar,63195,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.8947,39.819725&level=14",-74.8947,39.819725
9,Aero Solar Facility,65027,KY,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-84.659757,39.03131&level=14",-84.659757,39.03131
0,Aerojet I,57697,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-121.162879,38.613508&level=14",-121.162879,38.613508
1,Aerojet II,57698,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-121.1703,38.6086&level=14",-121.1703,38.6086
2,Aerolease,61718,CA,Industrial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.451355,34.189857&level=14",-118.451355,34.189857
3,Afton Generating Station,55210,NM,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,102,--,102,Natural Gas,"map/?center=-106.846483,32.114185&level=14",-106.846483,32.114185
4,Agassiz Beach LLC,55576,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-96.4356,47.0053&level=14",-96.4356,47.0053
5,Agawam Solar,59028,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.614444,42.081944&level=14",-72.614444,42.081944
6,Agnews Power Plant,50748,CA,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-121.9272,37.4058&level=14",-121.9272,37.4058
7,AgriReNew,59181,IA,IPP CHP,GT,OBG,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-90.866389,41.691944&level=14",-90.866389,41.691944
8,Agriculture Capital - Legacy Packing,66797,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.46698,36.49466&level=14",-119.46698,36.49466
9,Agrilectric Power Partners Ltd,10593,LA,IPP Non-CHP,ST,AB,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-93.1269,30.2012&level=14",-93.1269,30.2012
0,Agriwind,56408,IL,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-89.6236,41.3017&level=14",-89.6236,41.3017
1,Agua Caliente Solar Project,57373,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-113.4945,32.9774&level=14",-113.4945,32.9774
2,Agua Fria,141,AZ,Electric Utility,"BA, GT, PV, ST","DFO, MWH, NG, SUN",Multiple,360,126,234,Other,"map/?center=-112.2153,33.5561&level=14",-112.2153,33.5561
3,Agua Mansa Power Plant,55951,CA,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-117.3603,34.0414&level=14",-117.3603,34.0414
4,Aguirre Plant,61146,PR,Electric Utility,"CA, CT, GT, ST","DFO, RFO",Petroleum Liquids,,,,Petroleum,"map/?center=-66.234,17.9492&level=14",-66.234,17.9492
5,"Ahern Community Solar I, LLC",65758,IL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-88.231,41.185&level=14",-88.231,41.185
6,Ahoskie,59795,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.993138,36.306369&level=14",-76.993138,36.306369
7,Aidlin Geothermal Power Plant,52158,CA,IPP Non-CHP,ST,GEO,Geothermal,,,,Renewable Energy Sources,"map/?center=-122.881,38.8339&level=14",-122.881,38.8339
8,Ainsworth Wind,56162,NE,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-99.8917,42.4489&level=14",-99.8917,42.4489
9,Air Products Port Arthur,55309,TX,Industrial CHP,"GT, ST","NG, OG",Multiple,,,,Other,"map/?center=-93.96515,29.866497&level=14",-93.96515,29.866497
0,"Airport 009239 SCS Lexington, LLC",65411,NE,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-99.768018,40.785402&level=14",-99.768018,40.785402
1,Airport 1 Solar (DIA),59807,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-104.674809,39.899455&level=14",-104.674809,39.899455
2,Airport Industrial,7995,CO,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-104.5308,38.2844&level=14",-104.5308,38.2844
3,Airport Road Solar (CSG),65385,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.39665,41.42827&level=14",-74.39665,41.42827
4,Airport Solar,62560,OR,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.402317,42.170176&level=14",-120.402317,42.170176
5,Ajax Solar,60288,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.1194,34.83091&level=14",-79.1194,34.83091
6,"Ajax Solar, LLC (MA)",62827,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.058569,42.018945&level=14",-71.058569,42.018945
7,Akron WRF,58980,OH,Commercial CHP,IC,OBG,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-81.568889,41.153333&level=14",-81.568889,41.153333
8,Aktina Solar,64927,TX,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-96.276,29.122&level=14",-96.276,29.122
9,Alabama Pine Pulp,54429,AL,Industrial CHP,ST,BLQ,Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-87.4889,31.5825&level=14",-87.4889,31.5825
0,Alabama River Pulp,10216,AL,Industrial CHP,ST,BLQ,Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-87.4889,31.5825&level=14",-87.4889,31.5825
1,Alafia Solar,61653,FL,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-82.025608,27.723197&level=14",-82.025608,27.723197
2,Alakanuk,57053,AK,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-164.6544,62.6833&level=14",-164.6544,62.6833
3,Alameda,7450,CA,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-122.2889,37.7886&level=14",-122.2889,37.7886
4,Alamo,905,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-118.6867,34.8158&level=14",-118.6867,34.8158
5,Alamo 6,59206,TX,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-102.270833,30.993056&level=14",-102.270833,30.993056
